,player,innings,runs,ball_played,dismissals,dots,ones,twos,threes,fours,sixes,SR,RPI,BPD,BPB,position,balls_thrown,runs_conceded,extras,wides,noballs,byes,legbyes,penalty_runs,total_runs,wickets,overs,economy_rate,strike_rate
0,B Laughlin,4.0,5.0,13.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,38.46153846153847,1.25,6.5,13.0,9.0,668.0,271.0,13.0,10.0,1.0,0.0,2.0,0.0,284.0,10.0,111.0,2.5585585585585586,66.8
1,MV Boucher,23.0,394.0,318.0,15.0,116.0,127.0,29.0,1.0,32.0,13.0,123.89937106918238,17.130434782608695,21.2,7.066666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,CJ Jordan,12.0,81.0,81.0,9.0,38.0,23.0,14.0,0.0,3.0,3.0,100.0,6.75,9.0,13.5,8.0,2653.0,1033.0,78.0,43.0,5.0,0.0,30.0,0.0,1111.0,36.0,439.0,2.530751708428246,73.69444444444444
3,N Wadhera,10.0,241.0,171.0,9.0,67.0,61.0,8.0,0.0,23.0,12.0,140.93567251461988,24.1,19.0,4.885714285714286,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,MJ Santner,8.0,56.0,59.0,3.0,31.0,18.0,4.0,0.0,3.0,3.0,94.91525423728814,7.0,19.666666666666668,9.833333333333334,8.0,1120.0,347.0,17.0,10.0,1.0,4.0,2.0,0.0,364.0,13.0,186.0,1.956989247311828,86.15384615384616
5,SK Warne,27.0,198.0,219.0,19.0,105.0,82.0,12.0,0.0,14.0,6.0,90.41095890410958,7.333333333333333,11.526315789473685,10.95,9.0,4383.0,1408.0,57.0,39.0,0.0,4.0,14.0,0.0,1465.0,60.0,730.0,2.006849315068493,73.05
6,Tejas Baroka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,11.0,3.0,inf
7,AD Mascarenhas,11.0,79.0,79.0,10.0,29.0,35.0,9.0,0.0,5.0,1.0,100.0,7.181818181818182,7.9,13.166666666666666,6.0,1098.0,353.0,12.0,3.0,0.0,5.0,4.0,0.0,365.0,19.0,182.0,2.0054945054945055,57.78947368421053
8,RJW Topley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,7.0,2.0,42.0
9,Gagandeep Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,141.0,1.0,0.0,0.0,0.0,1.0,0.0,142.0,3.0,49.0,2.8979591836734695,98.0
10,AC Voges,7.0,181.0,143.0,6.0,44.0,61.0,18.0,2.0,15.0,3.0,126.57342657342659,25.857142857142858,23.833333333333332,7.944444444444445,6.0,203.0,74.0,2.0,2.0,0.0,0.0,0.0,0.0,76.0,1.0,33.0,2.303030303030303,203.0
11,SE Marsh,69.0,2489.0,1913.0,65.0,736.0,724.0,99.0,6.0,269.0,78.0,130.10977522216413,36.072463768115945,29.43076923076923,5.512968299711815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DM Bravo,1.0,6.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,120.0,6.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,NM Coulter-Nile,16.0,82.0,75.0,10.0,39.0,20.0,5.0,0.0,7.0,4.0,109.33333333333333,5.125,7.5,6.818181818181818,9.0,3237.0,1063.0,62.0,28.0,9.0,3.0,22.0,0.0,1125.0,52.0,538.0,2.091078066914498,62.25
14,RE Levi,6.0,83.0,74.0,6.0,41.0,19.0,0.0,0.0,10.0,4.0,112.16216216216218,13.833333333333334,12.333333333333334,5.285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,AB Barath,3.0,42.0,43.0,2.0,22.0,14.0,1.0,0.0,5.0,1.0,97.67441860465115,14.0,21.5,7.166666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,EJG Morgan,74.0,1406.0,1181.0,61.0,512.0,416.0,73.0,4.0,112.0,64.0,119.05165114309906,19.0,19.360655737704917,6.7102272727272725,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,PA Reddy,10.0,164.0,167.0,10.0,72.0,65.0,12.0,1.0,15.0,2.0,98.20359281437125,16.4,16.7,9.823529411764707,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,PJ Sangwan,14.0,26.0,47.0,8.0,27.0,16.0,3.0,0.0,1.0,0.0,55.319148936170215,1.8571428571428572,5.875,47.0,8.0,3338.0,1182.0,85.0,52.0,6.0,7.0,20.0,0.0,1267.0,44.0,554.0,2.2870036101083033,75.86363636363636
19,RW Price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,10.0,3.3,inf
20,M Ntini,2.0,11.0,19.0,1.0,15.0,1.0,1.0,0.0,2.0,0.0,57.89473684210527,5.5,19.0,9.5,11.0,756.0,238.0,19.0,2.0,2.0,2.0,13.0,0.0,257.0,8.0,126.0,2.0396825396825395,94.5
21,J Syed Mohammad,5.0,29.0,27.0,2.0,11.0,11.0,1.0,0.0,4.0,0.0,107.40740740740742,5.8,13.5,6.75,9.0,700.0,279.0,7.0,4.0,0.0,0.0,3.0,0.0,286.0,10.0,116.0,2.4655172413793105,70.0
22,SM Boland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,53.0,3.0,1.0,0.0,0.0,2.0,0.0,56.0,3.0,25.0,2.24,51.333333333333336
23,Shoaib Malik,5.0,52.0,49.0,4.0,16.0,24.0,4.0,0.0,5.0,0.0,106.12244897959184,10.4,12.25,9.8,4.0,225.0,77.0,10.0,7.0,1.0,1.0,1.0,0.0,87.0,2.0,37.0,2.3513513513513513,112.5
24,S Kaushik,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,756.0,291.0,13.0,5.0,1.0,4.0,3.0,0.0,304.0,6.0,126.0,2.4126984126984126,126.0
25,RA Tripathi,87.0,2071.0,1529.0,76.0,575.0,564.0,102.0,5.0,205.0,78.0,135.4480052321779,23.804597701149426,20.11842105263158,5.402826855123675,4.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,4.0,inf
26,GB Hogg,4.0,22.0,22.0,2.0,5.0,14.0,2.0,0.0,1.0,0.0,100.0,5.5,11.0,22.0,11.0,1655.0,552.0,33.0,17.0,1.0,7.0,8.0,0.0,585.0,25.0,275.0,2.1272727272727274,66.2
27,DPMD Jayawardene,78.0,1808.0,1522.0,64.0,619.0,565.0,93.0,4.0,200.0,40.0,118.7910643889619,23.17948717948718,23.78125,6.341666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,W Jaffer,8.0,130.0,129.0,7.0,64.0,41.0,6.0,1.0,14.0,3.0,100.7751937984496,16.25,18.428571428571427,7.588235294117647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,CJ Anderson,29.0,538.0,436.0,22.0,200.0,139.0,25.0,1.0,40.0,31.0,123.39449541284404,18.551724137931036,19.818181818181817,6.140845070422535,6.0,1169.0,497.0,28.0,21.0,0.0,1.0,6.0,0.0,525.0,14.0,194.0,2.7061855670103094,83.5
30,SA Asnodkar,19.0,423.0,352.0,19.0,164.0,105.0,17.0,0.0,56.0,10.0,120.17045454545455,22.263157894736842,18.526315789473685,5.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,TS Mills,5.0,8.0,14.0,4.0,11.0,2.0,0.0,0.0,0.0,1.0,57.14285714285714,1.6,3.5,14.0,10.0,792.0,328.0,21.0,15.0,0.0,0.0,6.0,0.0,349.0,11.0,131.0,2.66412213740458,72.0
32,U Kaul,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,V Pratap Singh,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,764.0,289.0,11.0,7.0,0.0,0.0,4.0,0.0,300.0,12.0,127.0,2.3622047244094486,63.666666666666664
34,JE Taylor,2.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,75.0,1.5,4.0,4.0,9.0,441.0,152.0,15.0,4.0,1.0,7.0,3.0,0.0,167.0,6.0,73.0,2.287671232876712,73.5
35,PD Collingwood,7.0,203.0,159.0,4.0,60.0,66.0,10.0,1.0,9.0,13.0,127.67295597484276,29.0,39.75,7.2272727272727275,5.0,321.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,5.0,53.0,1.9056603773584906,64.2
36,SN Khan,36.0,585.0,456.0,29.0,161.0,187.0,31.0,0.0,63.0,14.0,128.28947368421052,16.25,15.724137931034482,5.922077922077922,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,inf,inf
37,AC Thomas,4.0,20.0,19.0,2.0,8.0,8.0,1.0,0.0,1.0,1.0,105.26315789473684,5.0,9.5,9.5,11.0,1185.0,394.0,22.0,10.0,2.0,4.0,6.0,0.0,416.0,16.0,197.0,2.1116751269035534,74.0625
38,BJ Haddin,1.0,18.0,11.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,163.63636363636365,18.0,11.0,3.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,D Salunkhe,3.0,33.0,24.0,1.0,8.0,9.0,2.0,0.0,5.0,0.0,137.5,11.0,24.0,4.8,8.0,189.0,70.0,10.0,7.0,1.0,1.0,1.0,0.0,80.0,1.0,31.0,2.5806451612903225,189.0
40,SS Mundhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.5,28.0
41,S Randiv,1.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,2.0,4.0,4.0,10.0,652.0,217.0,6.0,6.0,0.0,0.0,0.0,0.0,223.0,8.0,108.0,2.064814814814815,81.5
42,A Chandila,2.0,4.0,7.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,57.14285714285714,2.0,7.0,7.0,9.0,819.0,242.0,3.0,0.0,0.0,0.0,3.0,0.0,245.0,11.0,136.0,1.8014705882352942,74.45454545454545
43,RJ Peterson,5.0,32.0,32.0,3.0,15.0,12.0,1.0,0.0,3.0,1.0,100.0,6.4,10.666666666666666,8.0,8.0,168.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3.0,28.0,2.5,56.0
44,B Akhil,11.0,76.0,57.0,7.0,26.0,16.0,5.0,0.0,5.0,5.0,133.33333333333331,6.909090909090909,8.142857142857142,5.7,7.0,689.0,235.0,11.0,5.0,2.0,3.0,1.0,0.0,246.0,7.0,114.0,2.1578947368421053,98.42857142857143
45,JJ Bumrah,22.0,56.0,68.0,8.0,33.0,26.0,4.0,0.0,4.0,1.0,82.35294117647058,2.5454545454545454,8.5,13.6,11.0,10314.0,3298.0,201.0,79.0,30.0,13.0,79.0,0.0,3499.0,161.0,1719.0,2.0354857475276322,64.06211180124224
46,DW Steyn,33.0,167.0,163.0,22.0,72.0,55.0,19.0,0.0,14.0,3.0,102.45398773006136,5.0606060606060606,7.409090909090909,9.588235294117647,11.0,8338.0,2406.0,177.0,110.0,7.0,6.0,54.0,0.0,2583.0,105.0,1388.0,1.8609510086455332,79.4095238095238
47,Abdul Samad,27.0,397.0,295.0,22.0,112.0,113.0,23.0,0.0,22.0,25.0,134.5762711864407,14.703703703703704,13.409090909090908,6.276595744680851,4.0,196.0,108.0,5.0,5.0,0.0,0.0,0.0,0.0,113.0,2.0,32.0,3.53125,98.0
48,NV Ojha,94.0,1554.0,1360.0,74.0,648.0,438.0,64.0,10.0,121.0,79.0,114.26470588235293,16.53191489361702,18.37837837837838,6.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,HM Amla,16.0,577.0,418.0,13.0,150.0,164.0,22.0,1.0,60.0,21.0,138.03827751196172,36.0625,32.15384615384615,5.160493827160494,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Mukesh Choudhary,2.0,6.0,6.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,100.0,3.0,6.0,6.0,11.0,1075.0,406.0,19.0,18.0,0.0,0.0,1.0,0.0,425.0,16.0,179.0,2.374301675977654,67.1875
51,AA Bilakhia,7.0,69.0,88.0,5.0,43.0,31.0,9.0,0.0,5.0,0.0,78.4090909090909,9.857142857142858,17.6,17.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,NA Saini,7.0,33.0,38.0,4.0,17.0,15.0,3.0,0.0,3.0,0.0,86.8421052631579,4.714285714285714,9.5,12.666666666666666,8.0,2554.0,942.0,61.0,26.0,12.0,9.0,14.0,0.0,1003.0,26.0,425.0,2.36,98.23076923076923
53,I Malhotra,1.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,175.0,7.0,4.0,4.0,7.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,7.666666666666667,inf
54,SB Wagh,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,66.66666666666666,1.0,1.5,3.0,10.0,401.0,131.0,16.0,6.0,0.0,2.0,8.0,0.0,147.0,5.0,66.0,2.227272727272727,80.2
55,D Wiese,11.0,148.0,105.0,6.0,34.0,46.0,6.0,0.0,12.0,7.0,140.95238095238096,13.454545454545455,17.5,5.526315789473684,7.0,1110.0,428.0,19.0,11.0,1.0,3.0,4.0,0.0,447.0,17.0,184.0,2.4293478260869565,65.29411764705883
56,R Vinay Kumar,42.0,310.0,289.0,26.0,118.0,110.0,31.0,0.0,21.0,9.0,107.26643598615917,7.380952380952381,11.115384615384615,9.633333333333333,10.0,7828.0,2925.0,116.0,50.0,11.0,7.0,48.0,0.0,3041.0,127.0,1303.0,2.3338449731389104,61.63779527559055
57,Avesh Khan,7.0,31.0,20.0,1.0,10.0,5.0,0.0,0.0,2.0,3.0,155.0,4.428571428571429,20.0,4.0,9.0,3786.0,1401.0,76.0,44.0,3.0,5.0,24.0,0.0,1477.0,59.0,630.0,2.3444444444444446,64.16949152542372
58,RS Gavaskar,1.0,2.0,8.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,25.0,2.0,8.0,8.0,8.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.6666666666666665,inf
59,JA Morkel,67.0,975.0,712.0,40.0,252.0,288.0,55.0,1.0,61.0,55.0,136.93820224719101,14.552238805970148,17.8,6.137931034482759,5.0,6622.0,2256.0,153.0,85.0,18.0,3.0,47.0,0.0,2409.0,96.0,1103.0,2.184043517679057,68.97916666666667
60,S Gopal,22.0,180.0,173.0,13.0,71.0,70.0,11.0,0.0,19.0,2.0,104.04624277456647,8.181818181818182,13.307692307692308,8.238095238095237,8.0,3382.0,1273.0,18.0,8.0,1.0,3.0,6.0,0.0,1291.0,50.0,562.0,2.297153024911032,67.64
61,DL Chahar,12.0,80.0,61.0,7.0,24.0,22.0,7.0,0.0,2.0,6.0,131.14754098360655,6.666666666666667,8.714285714285714,7.625,8.0,5859.0,1947.0,94.0,67.0,5.0,1.0,21.0,0.0,2041.0,74.0,976.0,2.091188524590164,79.17567567567568
62,Ankit Sharma,10.0,87.0,69.0,7.0,29.0,23.0,6.0,0.0,7.0,4.0,126.08695652173914,8.7,9.857142857142858,6.2727272727272725,10.0,1339.0,436.0,17.0,14.0,0.0,0.0,3.0,0.0,453.0,12.0,221.0,2.0497737556561084,111.58333333333333
63,DB Das,22.0,304.0,267.0,12.0,124.0,92.0,12.0,0.0,23.0,16.0,113.85767790262172,13.818181818181818,22.25,6.846153846153846,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Virat Singh,2.0,15.0,26.0,3.0,14.0,11.0,0.0,0.0,1.0,0.0,57.692307692307686,7.5,8.666666666666666,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,SS Tiwary,73.0,1494.0,1291.0,50.0,479.0,554.0,95.0,2.0,111.0,50.0,115.72424477149497,20.465753424657535,25.82,8.01863354037267,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,P Parameswaran,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,33.33333333333333,0.5,3.0,3.0,10.0,567.0,219.0,7.0,4.0,1.0,1.0,1.0,0.0,226.0,9.0,94.0,2.404255319148936,63.0
67,RT Ponting,9.0,91.0,129.0,8.0,69.0,47.0,6.0,0.0,5.0,2.0,70.54263565891473,10.11111111111111,16.125,18.428571428571427,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,VRV Singh,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,133.33333333333331,2.0,3.0,3.0,11.0,1338.0,531.0,18.0,7.0,4.0,3.0,4.0,0.0,549.0,16.0,223.0,2.4618834080717487,83.625
69,KA Jamieson,7.0,65.0,55.0,3.0,25.0,18.0,3.0,1.0,5.0,3.0,118.18181818181819,9.285714285714286,18.333333333333332,6.875,8.0,667.0,258.0,13.0,8.0,3.0,0.0,2.0,0.0,271.0,9.0,111.0,2.4414414414414414,74.11111111111111
70,SS Prabhudessai,9.0,102.0,94.0,8.0,47.0,26.0,7.0,2.0,8.0,4.0,108.51063829787233,11.333333333333334,11.75,7.833333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Mashrafe Mortaza,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,2.0,2.0,2.0,6.0,113.0,54.0,5.0,2.0,2.0,0.0,1.0,0.0,59.0,1.0,18.0,3.2777777777777777,113.0
72,A Singh,5.0,2.0,10.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,20.0,0.4,2.5,10.0,8.0,1738.0,603.0,36.0,16.0,1.0,5.0,14.0,0.0,639.0,31.0,289.0,2.2110726643598615,56.064516129032256
73,KL Nagarkoti,7.0,22.0,34.0,4.0,17.0,14.0,2.0,0.0,1.0,0.0,64.70588235294117,3.142857142857143,8.5,34.0,9.0,666.0,280.0,7.0,5.0,0.0,0.0,2.0,0.0,287.0,5.0,110.0,2.609090909090909,133.2
74,MK Tiwary,83.0,1695.0,1489.0,61.0,571.0,633.0,77.0,8.0,156.0,40.0,113.83478844862324,20.42168674698795,24.40983606557377,7.596938775510204,5.0,168.0,78.0,5.0,5.0,0.0,0.0,0.0,0.0,83.0,1.0,26.0,3.1923076923076925,168.0
75,CJ Dala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,11.0,3.090909090909091,inf
76,S Midhun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,26.0,3.0,1.0,0.0,0.0,2.0,0.0,29.0,0.0,8.0,3.625,inf
77,Ishan Kishan,85.0,2324.0,1769.0,77.0,710.0,650.0,82.0,4.0,220.0,103.0,131.3736574335783,27.341176470588234,22.974025974025974,5.476780185758514,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,BE Hendricks,2.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,33.33333333333333,0.5,3.0,3.0,9.0,574.0,224.0,15.0,10.0,1.0,0.0,4.0,0.0,239.0,11.0,95.0,2.5157894736842104,52.18181818181818
79,P Sahu,2.0,19.0,13.0,0.0,4.0,5.0,2.0,0.0,1.0,1.0,146.15384615384613,9.5,13.0,6.5,10.0,377.0,144.0,8.0,2.0,0.0,4.0,2.0,0.0,152.0,3.0,62.0,2.4516129032258065,125.66666666666667
80,J Yadav,4.0,40.0,38.0,2.0,14.0,16.0,5.0,0.0,2.0,1.0,105.26315789473684,10.0,19.0,12.666666666666666,8.0,1422.0,437.0,10.0,6.0,2.0,0.0,2.0,0.0,447.0,9.0,236.0,1.8940677966101696,158.0
81,JE Root,1.0,10.0,15.0,1.0,8.0,6.0,0.0,0.0,1.0,0.0,66.66666666666666,10.0,15.0,15.0,4.0,42.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,7.0,2.142857142857143,inf
82,C Munro,11.0,177.0,144.0,9.0,68.0,45.0,4.0,0.0,19.0,8.0,122.91666666666667,16.09090909090909,16.0,5.333333333333333,6.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,2.142857142857143,inf
