,player,innings,runs,ball_played,dismissals,dots,ones,twos,threes,fours,sixes,SR,RPI,BPD,BPB,position,balls_thrown,runs_conceded,extras,wides,noballs,byes,legbyes,penalty_runs,total_runs,wickets,overs,economy_rate,strike_rate
674,B Chipli,21.0,280.0,256.0,16.0,110.0,100.0,7.0,4.0,28.0,7.0,109.375,13.333333333333334,16.0,7.314285714285714,1.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,6.666666666666667,inf
675,CM Gautam,13.0,169.0,158.0,9.0,84.0,40.0,8.0,3.0,17.0,6.0,106.9620253164557,13.0,17.555555555555557,6.869565217391305,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,KM Asif,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,534.0,219.0,13.0,10.0,2.0,1.0,0.0,0.0,232.0,7.0,88.0,2.6363636363636362,76.28571428571429
677,SR Watson,141.0,3880.0,2892.0,126.0,1248.0,933.0,135.0,8.0,377.0,190.0,134.1632088520055,27.5177304964539,22.952380952380953,5.1005291005291005,3.0,7850.0,2571.0,171.0,98.0,13.0,10.0,50.0,0.0,2742.0,107.0,1307.0,2.0979342004590666,73.3644859813084
678,Ankit Soni,3.0,7.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,77.77777777777779,2.3333333333333335,4.5,9.0,11.0,400.0,141.0,4.0,3.0,0.0,0.0,1.0,0.0,145.0,4.0,66.0,2.196969696969697,100.0
679,Sanvir Singh,2.0,11.0,9.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,122.22222222222223,5.5,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,JW Hastings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,63.0,3.0,2.0,1.0,0.0,0.0,0.0,66.0,3.0,36.0,1.8333333333333333,73.33333333333333
681,Mohammed Siraj,19.0,97.0,113.0,9.0,61.0,35.0,5.0,0.0,10.0,2.0,85.84070796460178,5.105263157894737,12.555555555555555,9.416666666666666,10.0,6403.0,2207.0,180.0,111.0,8.0,13.0,48.0,0.0,2387.0,81.0,1067.0,2.2371134020618557,79.04938271604938
682,CL White,45.0,971.0,774.0,35.0,274.0,335.0,49.0,2.0,76.0,38.0,125.45219638242895,21.57777777777778,22.114285714285714,6.7894736842105265,5.0,176.0,81.0,5.0,5.0,0.0,0.0,0.0,0.0,86.0,1.0,29.0,2.9655172413793105,176.0
683,AC Gilchrist,80.0,2069.0,1555.0,76.0,737.0,417.0,66.0,4.0,239.0,92.0,133.05466237942122,25.8625,20.460526315789473,4.697885196374623,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
684,MDKJ Perera,2.0,14.0,13.0,2.0,8.0,2.0,0.0,0.0,3.0,0.0,107.6923076923077,7.0,6.5,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,DJ Hooda,87.0,1321.0,1063.0,69.0,369.0,462.0,91.0,3.0,80.0,58.0,124.2709313264346,15.183908045977011,15.405797101449275,7.702898550724638,7.0,1310.0,497.0,16.0,12.0,0.0,0.0,4.0,0.0,513.0,10.0,216.0,2.375,131.0
686,LA Pomersbach,16.0,302.0,251.0,11.0,109.0,85.0,18.0,1.0,25.0,13.0,120.3187250996016,18.875,22.818181818181817,6.605263157894737,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,D du Preez,1.0,10.0,13.0,1.0,5.0,6.0,2.0,0.0,0.0,0.0,76.92307692307693,10.0,13.0,13.0,8.0,154.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0,56.0,4.0,25.0,2.24,38.5
688,Tilak Varma,25.0,740.0,539.0,18.0,193.0,219.0,32.0,1.0,55.0,39.0,137.291280148423,29.6,29.944444444444443,5.73404255319149,4.0,70.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,11.0,1.8181818181818181,inf
689,MS Wade,13.0,179.0,178.0,12.0,90.0,51.0,12.0,0.0,23.0,2.0,100.56179775280899,13.76923076923077,14.833333333333334,7.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,TM Srivastava,3.0,8.0,11.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,72.72727272727273,2.6666666666666665,11.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,F du Plessis,123.0,4133.0,3159.0,110.0,1117.0,1304.0,199.0,17.0,375.0,145.0,130.83254194365307,33.60162601626016,28.71818181818182,6.075,1.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,5.333333333333333,inf
692,YK Pathan,153.0,3222.0,2334.0,111.0,872.0,877.0,156.0,5.0,263.0,161.0,138.04627249357327,21.058823529411764,21.027027027027028,5.504716981132075,2.0,4273.0,1372.0,71.0,43.0,0.0,1.0,27.0,0.0,1443.0,46.0,711.0,2.029535864978903,92.8913043478261
693,K Goel,16.0,218.0,239.0,14.0,130.0,71.0,11.0,1.0,17.0,9.0,91.21338912133892,13.625,17.071428571428573,9.192307692307692,1.0,238.0,92.0,2.0,1.0,0.0,1.0,0.0,0.0,94.0,0.0,39.0,2.41025641025641,inf
